ssn,nif,nome,telefone,morada,data_nasc
60181037633,165346909,Milene Meira,989063702,CSL OLIVEIRAS LOTE 1º DTO 2580-625 - ALENQUER,1998-6-9
85480885108,469569025,Alírio Vieira,989144625,R FIGUEIRINHAS LOTE 1º DTO 2630-099 - ARRANHÓ,1980-3-24
44945397640,862368696,Félix Ribeiro,933039985,AV PANGIM LOTE 3º ESQ 2720-445 - AMADORA,1973-1-18
98744677064,118235623,Marco Veloso,955746307,BC S NICOLAU LOTE 1º DTO 2610-311 - AMADORA,1961-7-3
46774011375,281705845,Clotilde Mendonça,940251049,R 5 OUTUBRO LOTE 2º DTO 2650-333 - AMADORA,1985-7-18
52752802939,639231734,Mafalda Teles,925500948,R CARLOS AMARO DE MATOS LOTE 1º ESQ 2700-162 - AMADORA,1943-1-2
82327594083,260790397,Ludovina Filomeno,931826805,R BONS AMIGOS LOTE 1º ESQ 2580-382 - ALENQUER,2011-12-14
55774382803,132799776,Diná Dinis,953486196,R AUGUSTO LUIS DO CARMO LOTE 1º DTO 2580-258 - PEREIRO DE PALHACANA,2002-8-22
82650067580,556739366,Fabiana Gama,931313020,R ANTÓNIO NOBRE LOTE 3º ESQ 2700-080 - AMADORA,1952-12-27
79973671498,688434112,Quintiliana Parra,957032712,R JUNQUEIRA LOTE 1º ESQ 2580-088 - ALDEIA GALEGA DA MERCEANA,1985-10-24
12469130467,611395352,Salomão Azevedo,938028545,R DAMIÃO DE GOIS LOTE RC 2650-324 - AMADORA,1980-1-17
23813610532,191033324,Zelinda Machado,915035958,R MURTAIS LOTE RC 2630-554 - SANTIAGO DOS VELHOS,1980-6-8
83737314374,123977985,Nicolau Pimentel,943236311,AV REPUBLICA LOTE 2º ESQ 2610-047 - AMADORA,1999-3-11
33985341093,445364466,Rafaela Braga,949941782,EN 3 LOTE 1º DTO 2580-596 - CARREGADO,2017-12-22
74233746854,498554622,Casimiro Machuca,967598939,R S JOÃO LOTE 3º DTO 2650-108 - AMADORA,2005-8-17
42821448470,370303559,Isilda Dinis,951262281,R LARANJEIRAS LOTE 2º DTO 2630-358 - ARRUDA DOS VINHOS,1987-2-25
33286565641,382249411,Maurícia Texeira,939479038,CSL DOUTOR LOTE 2º ESQ 2630-339 - ARRUDA DOS VINHOS,2011-5-14
62486333071,485630048,Violante Mendes,989367106,AV D NUNO ALVARES PEREIRA LOTE 2º ESQ 2700-256 - AMADORA,1952-11-10
58962803799,204549170,Roberta Peres,985333208,R MARIA ALDA BARBOSA NOGUEIRA LOTE 1º ESQ 2700-969 - AMADORA,1938-8-27
50776999311,200535392,Aldo Aveiro,921582286,ESTR FALAGUEIRA VILA PALMA LOTE 2º ESQ 2700-348 - AMADORA,1922-6-11
87830952055,560605594,Solano Lemos,981353906,CSL TELHEIRO A LOTE 2º ESQ 2630-160 - ARRUDA DOS VINHOS,1968-10-15
77823851218,842217043,Octávio Noronha,972850739,R VALE LAZARO LOTE 2º DTO 2580-454 - ABRIGADA,1926-9-8
13547151174,162281985,Isulina Oliveira,949241109,R SACADURA CABRAL LOTE 3º ESQ 2720-756 - AMADORA,2007-2-26
62728488564,179363609,Odete Sousa,984847101,PCT COMÉRCIO LOTE 3º DTO 2610-042 - AMADORA,1978-3-6
58572058414,704015652,Heloísa Guterres,925387994,R ROMEIRA LOTE 2º DTO 2580-440 - VILA VERDE DOS FRANCOS,1985-5-26
50574063769,864842307,Rosaura Rocha,948646790,CSL CAMPO CHÃO LOTE 2º ESQ 2580-438 - VILA VERDE DOS FRANCOS,2022-8-17
18092805347,566935193,Hermínio Aveiro,930683866,R CARAMBANCHA DE BAIXO LOTE 2º DTO 2580-462 - CARREGADO,1986-10-4
48271994900,697647985,Cristiana Sá,980619114,CSL LEU LOTE 1º ESQ 2580-366 - ALENQUER,1988-5-3
24706459133,121997187,Gaspar Coentrão,948726823,R NOVA DO OPERÁRIO LOTE 2º DTO 2650-168 - AMADORA,1952-11-18
62389699116,120844038,Milene Encarnação,982656263,R MAJOR VIRGINIO COSTA CASA DE S JEAO LOTE 1º ESQ 2580-081 - ALDEIA GALEGA DA MERCEANA,1933-6-23
78430050181,850030576,Rosana Costa,924846172,R AQUILINO RIBEIRO HP LOTE RC 2650-376 - AMADORA,1927-3-11
24510835424,306453333,Simão Carlos,922613703,PCT PINTOR JOSE FÉLIX LOTE 2º DTO 2720-457 - AMADORA,1945-10-2
49374568081,639696972,Nádia Machuca,972075778,R COMÉRCIO LOTE 2º ESQ 2630-092 - ARRANHÓ,1926-7-11
15308231952,838388016,Ernesto Chao,918563826,BC MATAMBUZIO LOTE 3º ESQ 2580-320 - ALENQUER,1960-3-8
95434095878,290654381,Valéria Lemos,981138804,LG TRABALHADORES LOTE 2º DTO 2580-157 - CARNOTA,2006-5-6
13166076354,298942618,Felício Borges,977838161,R SOL POENTE LOTE 2º ESQ 2580-543 - ALENQUER,1933-4-11
20954405517,319645562,Laureana Roque,944805483,R TEN PAULIVIO LOTE 1º DTO 2580-243 - OTA,1988-12-27
25450819894,736960800,Mariane Malafaia,927208885,R FLORBELA ESPANCA LOTE 1º ESQ 2700-387 - AMADORA,2011-11-21
27883693311,369203870,Jorge Coentrão,921342001,LG DAMIÃO DE GOIS LOTE 1º ESQ 2580-168 - ABRIGADA,1972-3-23
56884211025,515519433,Angélica DeCastro,978295495,R AREEIRO LOTE 1º DTO 2580-084 - ALDEIA GALEGA DA MERCEANA,1980-4-5
10986645819,963300673,Graciliano Conceição,928741054,URB VALE ESTAQUINHA LOTE 2º DTO 2580-055 - ABRIGADA,2008-1-14
81293584232,251666216,Abraão Viana,947073164,PCT MAJOR CABRITA LOTE 2º DTO 2700-543 - AMADORA,1931-12-10
23539528682,863848455,Alexandre Sampaio,953158966,R MOINHO GUIZO LOTE 3º ESQ 2650-177 - AMADORA,1933-3-17
68711965636,326696803,Graça Carpinteiro,933982390,ESTR IC2 KM 45.8 LOTE 3º DTO 2580-067 - ABRIGADA,1926-6-8
64387043369,893354778,Ludovina Lopes,968645551,R OSCAR MONTEIRO TORRES LOTE 2º DTO 2700-627 - AMADORA,1923-1-11
61885200930,306376330,Vítor Moreno,971566907,R CIDADE LUANDA LOTE 2º ESQ 2700-194 - AMADORA,1984-2-15
11988731409,207228545,Mário Morais,933057130,ESTR TOGEIRA LOTE 3º ESQ 2580-172 - MECA,1969-11-9
35004301359,618098745,Guiomar Madureira,962289491,R ACÁCIAS LOTE 3º DTO 2580-366 - ALENQUER,1982-4-14
51317410995,516474515,Elza França,944051649,PCT PATRICIO LOTE 1º ESQ 2580-536 - ALENQUER,1968-12-27
76042313569,367200385,Augusto Leão,951394855,R QUINTA DA FONTE SANTA MONTE DOS VENDAVAIS LOTE 3º ESQ 2650-140 - AMADORA,2000-5-23
52775461329,529649030,Irina Calmon,982514039,EN I LOTE 1º ESQ 2580-361 - ALENQUER,1956-9-8
24200694435,694972031,Teodora Franco,984917857,CSL ARROTEIAS LOTE 1º ESQ 2630-111 - ARRUDA DOS VINHOS,1988-3-8
33698812872,623124212,Belarmina Vinagre,940095638,AV PEDRO ALVARES CABRAL LOTE 2º ESQ 2700-647 - AMADORA,1932-10-22
40568763186,229750518,Mafalda Moreira,969797156,ESTR FORNO DA TELHA LOTE 3º ESQ 2580-084 - ALDEIA GALEGA DA MERCEANA,1959-6-19
74292513914,573730656,Alzira Prates,939841531,R DR BENTO PEREIRA DO CARMO LOTE 3º ESQ 2580-360 - ALENQUER,1925-12-11
60337466585,865555155,Roberto Baptista,923314321,CSL NOVO MALPIQUE LOTE 2º DTO 2580-441 - VILA VERDE DOS FRANCOS,1996-9-24
93804687472,357872268,Luciano Franco,925960632,R PRAIA LOTE 2º DTO 2580-178 - MECA,1924-8-7
96782657825,697873485,Sabrina Assumpção,957344352,ESTR CUNCA LOTE 3º ESQ 2580-083 - ALDEIA GALEGA DA MERCEANA,2007-10-15
58563500057,297806025,Reinaldo Aleixo,984726210,R 5 DE OUTUBRO LOTE 1º ESQ 2650-333 - AMADORA,1936-8-15
27448838759,650986450,Rodolfo Sabrosa,917438834,ESTR MILITAR LOTE 2º ESQ 2700-588 - AMADORA,1967-12-26
62708943489,967282764,Gustavo Nogueira,944377361,R MARIA TERESA LOTE 2º ESQ 2580-152 - CARNOTA,1933-11-11
99476374912,680390511,Georgio Gusmão,917943036,R PACOS CASA DO LAGAR LOTE RC 2580-244 - OTA,1998-9-1
40653214082,653134240,Cesária Passos,985222778,R D PEDRO V LOTE 3º DTO 2580-496 - CARREGADO,1991-11-9
31006472205,613026155,Lucinda Campos,988570899,CSL BOTELHAS LOTE RC 2630-503 - SANTIAGO DOS VELHOS,1980-11-13
50558892947,345477249,Andreia Valentim,927296167,QTA VIEGAS LOTE RC 2630-273 - ARRUDA DOS VINHOS,1931-11-1
34046703168,310810944,Constantina Brigido,972483052,TV CAIS LOTE 2º DTO 2580-442 - VILA VERDE DOS FRANCOS,1983-12-20
18207130060,637032828,Zilá Ribeiro,951396651,R SARAMAGO LOTE 1º DTO 2580-512 - CARREGADO,1997-1-27
11252726422,349537306,Quirina Baptista,916374693,R CASAL DA SERRA LOTE 2º DTO 2790-198 - CARNAXIDE,1952-7-14
25432851846,530453572,Lara Figueredo,940970638,R GONÇALVES RAMOS LOTE 2º DTO 2700-436 - AMADORA,2003-5-24
41175247071,621652430,Edna Matos,917212244,R HENRIQUE LOPES DE MENDONCA LOTE 3º DTO 2650-043 - AMADORA,1956-9-25
73800701934,834389998,Florinda Calmon,968007315,R 1 DE JANEIRO LOTE 2º ESQ 2650-426 - AMADORA,1950-9-2
21427505458,717051080,Daniela Cutileiro,926695662,R COSTA LOTE 2º DTO 2580-154 - CARNOTA,2004-4-12
35872511298,338201417,Teobaldo Dantas,939582644,R ALAMEDA LOTE 3º ESQ 2580-181 - MECA,1992-4-10
40053289141,664835798,Rosa Bessa4,987139714,R FETAL LOTE 1º DTO 2580-408 - VENTOSA ALQ,1993-4-10
12528781596,837968417,Simone Albergaria,973389536,CSL LOPES LOTE RC 2580-149 - CARNOTA,1925-3-18
60359817341,306589743,Elisabete Abrantes,910079729,CSL PRAIA LOTE RC 2580-067 - ABRIGADA,1925-12-10
72416147357,580633218,Caio Climaco,980986116,QTA SANTO ANTÓNIO LOTE 3º DTO 2580-087 - ALDEIA GALEGA DA MERCEANA,2011-1-11
88034641894,166982001,Adélia Chao,947954515,R PONTES CASAL DA CONCEIÇÃO LOTE 1º DTO 2580-511 - CARREGADO,2002-10-7
30199986535,397025794,Joel Fidalgo,961335592,CSL VICENTE LOTE 3º ESQ 2700-844 - AMADORA,1987-9-2
61390587184,985635796,Eva Barreiros,964699296,R CASAL DOS DEGRAUS LOTE 3º ESQ 2580-255 - PEREIRO DE PALHACANA,1927-1-6
31362264183,644079323,Fábio Feijóo,921993649,R CACERE LOTE 1º DTO 2630-360 - ARRUDA DOS VINHOS,1995-3-9
62434342560,740165056,Guilhermina Proença,919123286,R BLOCOS SOCIAIS LOTE RC 2580-541 - ALENQUER,2004-9-17
63095852120,240750701,Emília Ávila,966811577,PCT TELHEIRO LOTE 3º ESQ 2630-250 - ARRUDA DOS VINHOS,1932-8-3
42813036725,471334784,Jacinto Texeira,946864488,R S PEDRO LOTE 1º DTO 2580-442 - VILA VERDE DOS FRANCOS,1966-8-17
87408502145,344437998,Clemente Carrico,984043469,CSL S MIGUEL LOTE 2º DTO 2580-442 - VILA VERDE DOS FRANCOS,1990-12-12
16154883412,926225316,Isabel Guerreiro,928659347,ESTR SERRA DA MIRA LOTE RC 2700-786 - AMADORA,1949-8-22
85742348641,616485442,Teresa Sobral,939480077,R FONTE NOVA LOTE 3º ESQ 2630-095 - ARRANHÓ,1997-5-24
67574456751,812343110,Abel Neto,965993495,TV ESCADINHAS LOTE 1º ESQ 2630-012 - ARRANHÓ,1995-2-21
13826697696,834808858,Quitéria Sequeira,930798438,R MOGO LOTE 1º DTO 2630-531 - SANTIAGO DOS VELHOS,2003-11-5
25558008926,643454919,Úrsula Carvalho,983683602,CSL REDONDO LOTE 3º ESQ 2630-422 - CARDOSAS,1974-4-1
46637965072,143876537,Tadeu Ventura,980244738,R CARVALHAL CASAL DA BOAVISTA LOTE 3º DTO 2630-599 - SANTIAGO DOS VELHOS,1994-8-5
46463478164,488327254,Josefina Sampaio,920181674,R NEUDEL LOTE 3º ESQ 2720-416 - AMADORA,2016-2-16
35069137820,213272284,César Nobre,989905520,CSL AREEIRO LOTE 1º DTO 2580-402 - VENTOSA ALQ,1959-7-17
32724647459,439507143,Martinho Sanches,930497324,PCT QUINTA DO BOSQUE LOTE 3º ESQ 2700-696 - AMADORA,2012-10-15
30496376686,921187937,Ivo Vitorino,943553196,ESTR LAPÃO CASA DA VINHA LOTE 2º DTO 2630-326 - ARRUDA DOS VINHOS,2017-8-9
76609846480,504008846,Aldina Bonifacio,950858565,R S LOURENÇO LOTE 3º ESQ 2580-272 - ABRIGADA,2002-4-14
84273642617,306052126,Ângelo DelaPeña,948043785,BC CORREIAS LOTE 3º ESQ 2580-412 - VENTOSA ALQ,1969-8-13
12776971326,889310664,Dirce Albernaz,962685818,R FAROL LOTE RC 2580-347 - ALENQUER,1944-2-26
31337890707,388853203,Germano Inácio,983967377,R NOSSSA SRA DA NAZARÉ LOTE 2º ESQ 2580-145 - CARNOTA,1983-3-26
44068729835,119052984,Adélia Pais,926494934,ESTR CORREDOURAS LOTE 1º ESQ 2630-168 - ARRUDA DOS VINHOS,1940-10-6
57374979600,970883222,Geraldina Mello,979038720,CSL MIMOSAS LOTE RC 2580-381 - ALENQUER,1977-4-19
65360379191,271415143,Odílio Dorta,957798947,AV ANTÓNIO SÉRGIO LOTE 2º ESQ 2720-046 - AMADORA,1964-1-8
57700638948,765777937,Isaura Lima,943987924,R ENG LÚCIO DE AZEVEDO LOTE 3º ESQ 2700-348 - AMADORA,1971-4-18
55799479807,973519050,Luciana GomesdaRocha,928667425,R ESTRADA DA BEMPOSTA LOTE 3º ESQ 2580-376 - ALENQUER,2021-12-22
43009533922,797170158,Zita Falcao,989852118,AV REPUBLICA LOTE 2º DTO 2610-145 - AMADORA,2000-2-22
92288212701,664312536,Marisa Matias,938549916,BC VILA NOVA LOTE 3º DTO 2610-217 - AMADORA,1960-4-17
81254251254,183238547,Lourdes Pina,974933987,R SABROSAS LOTE 2º ESQ 2580-118 - ABRIGADA,1977-7-16
92058273307,424699072,Leonilde Tinoco,923232569,URB ANTÓNIO CEREJO LOTE 1º ESQ 2580-508 - CARREGADO,1944-10-26
18953930422,605664061,Cristina Ramalho,961721093,CSL MOINHOS LOTE 2º ESQ 2580-346 - ALENQUER,1954-8-3
18748659243,516352522,Cristiana Carlos,963516116,AV D NUNO ÁLVARES PEREIRA LOTE 1º ESQ 2700-255 - AMADORA,1958-5-17
80984800863,818323361,Augusta Braga,948775114,R ANTÓNIO ALEIXO LOTE 3º DTO 2580-376 - ALENQUER,1970-11-1
72870953780,223390827,Fernandina Alvarenga,940304093,R ANTONIO FERRO LOTE 1º DTO 2610-022 - AMADORA,2011-5-19
17180604532,696857614,Silvino Queiroz,957175579,R LADEIRA DO PINHEIRO LOTE 2º DTO 2630-557 - SANTIAGO DOS VELHOS,1997-6-25
14436460448,250635553,Clemente Alarcão,922206275,TV BARROCA LOTE 3º ESQ 2580-277 - ABRIGADA,2007-1-12
44177164091,584923075,Hélia Melo,974387452,R D MARIA I LOTE 3º DTO 2700-686 - AMADORA,1943-8-25
93589581029,980517845,Patrício Cutileiro,932348425,AV MIGUEL BOMBARDA LOTE 2º DTO 2700-583 - AMADORA,1990-2-2
23669323526,724666288,Vanésa Corte-Real,911948077,TV FONTAÍNHAS LOTE 2º ESQ 2580-082 - ALDEIA GALEGA DA MERCEANA,2002-7-23
97191083074,781724246,Justina Vidal,957306667,R BAIUCA LOTE 2º DTO 2630-197 - ARRUDA DOS VINHOS,2018-11-17
39816016892,359612302,Felícia Neves,965743395,LG ROTARY CLUB AMADORA LOTE 2º DTO 2610-298 - AMADORA,2017-8-14
64221154725,329635737,Donata Proença,973032268,R ANA DE CASTRO OSORIO LOTE 2º ESQ 2720-038 - AMADORA,1979-10-17
52943710111,839890758,Frederico Proença,980486351,R B LOTE RC 2580-508 - CARREGADO,2011-2-12
68340179905,277710230,Leopoldina Caló,985448340,R CMDT FERREIRA DO AMARAL LOTE RC 2700-200 - AMADORA,1930-11-5
66829933158,382488851,Heitor Aguiar,978708482,PCT AVELAR BROTERO LOTE 2º DTO 2700-101 - AMADORA,1997-3-18
26984311332,325619701,Nicole Dimas,966825709,R URBANIZAÇÃO DO MOINHO VELHO LOTE 2º ESQ 2580-258 - PEREIRO DE PALHACANA,2000-3-5
64903638777,211905716,Georgina Barata,938386592,TV FLORES LOTE 3º DTO 2580-261 - PEREIRO DE PALHACANA,1974-3-18
53376745063,872507903,Aguinaldo Lagoa,989607528,LG D CONSTANTINO DE BRAGANÇA LOTE 2º DTO 2720-162 - AMADORA,1973-1-27
97237840741,780227126,Mafalda Graciano,926410985,R CAPITAES DE ABRIL LOTE 1º DTO 2650-348 - AMADORA,1986-12-13
64221412772,492397471,Maximiliana Cunha,959325105,R CASAL DA PORTELA LOTE 1º DTO 2580-613 - PEREIRO DE PALHACANA,1961-12-22
39433380350,715154451,Miquelina DeLima,962666407,TV S CLEMENTE LOTE 1º DTO 2650-112 - AMADORA,1932-1-16
86312685814,702075470,Gonçalo Pinto,915618018,R ELIAS GARCIA LOTE 3º DTO 2700-319 - AMADORA,1940-9-21
39432089363,272274699,Hipólito Bonifacio,933282174,CSL PIMENTA LOTE RC 2580-133 - CADAFAIS,1933-1-10
69766592907,448401540,Dirceu Silva,987784241,R 18 DE MAIO 1975 LOTE 1º ESQ 2630-580 - SANTIAGO DOS VELHOS,1941-9-8
68209195564,825508652,Glória Simão,916874111,R CASAL MACHADO LOTE 2º DTO 2580-347 - ALENQUER,1968-8-5
86469447461,410710206,Xisto Caló,952095089,LG ESCOLA LOTE 2º ESQ 2580-121 - CABANAS DE TORRES,2022-12-6
55750791279,406117463,Luzia Aranha,940705085,R ELIAS GARCIA LOTE 3º ESQ 2700-317 - AMADORA,1992-1-20
26457066053,231461286,Duarte Oliveira,940373035,R BELA VISTA LOTE 2º ESQ 2580-105 - ALDEIA GAVINHA,1931-12-27
52083880541,647902542,Roberto Alarcão,951051347,R PINHEIRA LOTE 2º DTO 2580-084 - ALDEIA GALEGA DA MERCEANA,1929-5-20
42493145768,505961116,Lucas Silva,922859730,BC POÇO DO CASAL LOTE 3º ESQ 2580-232 - OLHALVO,1958-3-3
54769561398,890319713,Marília Mascarenhas,975392256,R COLECTIVIDADE LOTE 2º ESQ 2580-088 - ALDEIA GALEGA DA MERCEANA,1945-5-25
29259750422,700952029,Cecilio Rangel,943797993,AV PADRE HIMALAIA LOTE RC 2720-437 - AMADORA,1975-4-19
14590584969,751992680,Onofre Ribeiro,974219033,CASAIS GALEGOS LOTE 2º ESQ 2580-402 - VENTOSA ALQ,2008-5-25
94582388141,722463761,Marcos Abrantes,979871074,R DO CABEÇO LOTE 3º DTO 2580-183 - MECA,1928-1-6
37994632277,100104663,Cláudia Novo,932317147,AV PADRE BARTOLOMEU DE GUSMÃO LOTE 3º ESQ 2720-428 - AMADORA,1995-6-16
44234466436,730258727,Corina Inácio,987685771,R 1 DE MAIO LOTE 2º ESQ 2630-096 - ARRANHÓ,1944-3-14
44705595278,679268886,Solange Filomeno,928098769,R CAMPINA DA PORTELA LOTE 3º ESQ 2650-472 - AMADORA,2016-7-10
32471937951,314802631,Marcelina Sobral,951343958,AV ALBERTO HENRIQUE LOURENÇO LOTE 2º ESQ 2700-935 - AMADORA,1921-11-2
26356219774,256755448,Maximiliana Marinho,926840526,R TRES AMIGOS LOTE 2º DTO 2580-408 - VENTOSA ALQ,2007-8-17
94615285423,597852146,Henrique Nicolau,926732324,QTA PLATANOS LOTE 3º DTO 2580-087 - ALDEIA GALEGA DA MERCEANA,1979-6-26
35704161826,749325428,Jacinta Azevedo,981679419,R PRINCIPAL LOTE 2º DTO 2580-174 - MECA,2011-11-5
66074672865,664841415,Augusto Quaresma,959221257,LG FRANCISCO CARVALHO VIEIRA LOTE 3º ESQ 2580-442 - VILA VERDE DOS FRANCOS,1950-11-23
15376496384,294267485,Maximiliana PachecoPereira,981549180,R CARRASCAL LOTE 3º ESQ 2580-557 - RIBAFRIA,1941-6-26
38078650052,915413440,Virgínia PachecoPereira,958833308,R VÁRZEA LOTE 1º DTO 2630-071 - ARRANHÓ,1958-1-27
72245519674,486102289,Firmina Dantas,930305268,R BISSAU LOTE 2º DTO 2700-115 - AMADORA,1954-9-18
72187068516,346299257,Cláudio Carmona,973127236,QTA CALDEIRAS LOTE 3º DTO 2630-439 - CARDOSAS,1996-8-5
58007134930,182222412,Cássia Pessoa,931325928,LG AMOREIRA QTA DA MAGNOLIA LOTE 3º ESQ 2580-131 - CADAFAIS,1941-2-2
72926790007,201147232,Boaventura Carreira,922077883,AZ BESOUROS VILA SILVA LOTE 1º ESQ 2650-367 - AMADORA,1981-2-26
37252112030,121358976,Telma PereiradaSilva,970317809,R AZINHAGA LOTE 3º ESQ 2580-383 - ALENQUER,1947-11-25
35800896920,242209249,Belarmina Pais,982034725,R CASAL DOS PALMEIS LOTE RC 2630-528 - SANTIAGO DOS VELHOS,1924-9-5
14430796305,842486032,Sebastiana Rego,982799578,PCT PROF DR ANTONIO FLORES LOTE 2º ESQ 2720-468 - AMADORA,1997-8-17
91663659643,106101363,Marília Marques,936132896,CASAL CABREIRA QTA DOS MONTES LOTE RC 2580-012 - ALENQUER,1930-8-6
88929171856,578420268,Narciso Batista,986174210,BARREIRA FIDALGO LOTE 3º ESQ 2580-442 - VILA VERDE DOS FRANCOS,1995-7-15
46408285803,271286022,Magda Texeira,952253380,R MANUEL HELENO LOTE 3º ESQ 2700-665 - AMADORA,1931-2-12
53467847410,895797897,Hélia Meirelles,920761259,R VAZ MONTEIRO LOTE RC 2580-505 - CARREGADO,2001-4-27
45097192178,687932205,Donato Machado,925145639,PTO ALTO DA RUA LOTE 2º DTO 2580-250 - ABRIGADA,2013-8-8
10794959052,608904626,Raimunda Guedes,972871569,ESTR S BRÁS LOTE RC 2580-184 - MECA,1929-11-15
72283028044,976301846,Umbelina Pessoa,955382226,QTA MALAFAIA LOTE 3º ESQ 2630-173 - ARRUDA DOS VINHOS,2005-12-16
55662865889,973674830,Gregório Negreiros,974573289,R CASAL DA SERRA LOTE 1º ESQ 2700-703 - AMADORA,1930-4-11
25094338847,284759627,Belarmina Demoliner,948460890,R ESTEVÃO DE VASCONCELOS LOTE 3º DTO 2700-351 - AMADORA,1978-12-19
63101936810,318545714,Telma Braga,955552217,R S GIL SANTAREM LOTE 2º DTO 2700-753 - AMADORA,1996-4-9
35073479164,657288557,Adelaide Serrao,911725091,R S FRANCISCO XAVIER IA LOTE 3º ESQ 2610-247 - AMADORA,1969-7-3
26902416878,388330521,Jaime Gonçalves,974596855,R ALGARVE LOTE RC 2650-399 - AMADORA,1992-2-21
66239595473,719024642,Tânia Castro,949541562,PCT INFANTARIO LOTE 3º DTO 2720-304 - AMADORA,1967-11-22
15022666887,413571771,Rúben AlvesdaSilva,946804903,R POÇO DOS MOUROS LOTE 1º DTO 2580-408 - VENTOSA ALQ,1948-8-3
45504455352,546962972,Graça Tinoco,937718622,R ALEM LOTE 1º DTO 2630-032 - ARRANHÓ,2010-6-28
16213767650,440267281,Iolanda Guerra,917515988,BC TORTO LOTE RC 2630-285 - ARRUDA DOS VINHOS,1999-9-21
98811906612,383548434,Tadeu Faria,969476444,R MÁRIO VIEGAS LOTE RC 2700-899 - AMADORA,1930-12-27
40549200298,835449404,Zélia Eanes,919990367,R S MIGUEL LOTE 1º ESQ 2630-095 - ARRANHÓ,2011-2-9
51906519662,540119224,Marcela Guerra,924450827,R STO ANTONIO LISBOA LOTE 2º DTO 2700-743 - AMADORA,2019-1-25
67564340516,903788303,Hugo Sequeira,974907256,R ANTÓNIO FERREIRA LOTE 3º DTO 2650-386 - AMADORA,2011-3-10
78811552464,753653625,Angélica Melo,969215653,CSL TAPADA LOTE 3º ESQ 2580-156 - CARNOTA,1986-10-28
89732398658,353886406,Carlos Seixas,917939574,PC AUGUSTO CABRITA LOTE 3º DTO 2610-288 - AMADORA,1937-9-24
39531086654,608548821,Gaudêncio Mello,952436202,BC ANTÓNIO ALEIXO LOTE 3º DTO 2580-006 - ABRIGADA,1956-6-28
22558669448,143388345,Conrado Carlos,970306011,QTA MELA LOTE 3º ESQ 2580-131 - CADAFAIS,2005-6-24
58452683510,788623942,Orlando Furtado,942306244,PCT FERNANDO ANTONIO GODINHO LOTE 1º ESQ 2610-303 - AMADORA,2015-8-13
65593531402,467873944,Felícia Moura,930790195,CSL CABREIRA CASA DO PINHEIRO LOTE 2º ESQ 2580-012 - ALENQUER,2019-6-4
61662995502,697283873,Rosalina Brum,964442230,ESTR GIESTEIRA CASA DO ALTO LOTE 2º DTO 2630-241 - ARRUDA DOS VINHOS,1988-8-21
40338667724,886038063,Donata Prates,958458157,CSL LAMEIRAS LOTE 2º DTO 2580-383 - ALENQUER,1986-8-9
94595249277,991997093,Eliseu Marques,953285939,R PEDRA ALTA LOTE 2º ESQ 2630-081 - ARRANHÓ,1964-7-14
42389955458,807373918,Gisele Vilhena,974451270,QTA 5 ESTRELA LOTE 1º ESQ 2630-566 - SANTIAGO DOS VELHOS,1923-10-10
97546175568,387777807,Fradique Lobo,949251118,R JAIME CORTESAO LOTE 3º ESQ 2650-231 - AMADORA,1997-8-11
11773943265,927335320,Sebastião Zeferino,984137179,R LAURENTINA LOTE RC 2580-401 - VENTOSA ALQ,1948-7-5
10815109116,737550673,Germana Leite,940329046,CC DUARTE ALMEIDA LOTE 3º DTO 2580-299 - ALENQUER,1948-5-11
10435725658,517305089,Vanésa Barbalho,926731163,CSL BICA LOTE 1º DTO 2580-442 - VILA VERDE DOS FRANCOS,1930-10-18
53151286169,809137101,Brígida Ribeiro,953533655,LG ROSSIO LOTE 2º ESQ 2580-089 - ALDEIA GALEGA DA MERCEANA,1930-8-17
91482981692,687233643,Cristiano Teles,943839081,CSL ENCOSTA CASA IVAN LOTE RC 2580-379 - ALENQUER,1961-4-14
45132057784,794713570,Ronaldo Coentrão,943869764,R FLORES LOTE 1º DTO 2610-226 - AMADORA,1934-6-15
61256951849,755597157,Lino Gouveia,917496467,ESTR ZIBREIRA LOTE 1º DTO 2580-259 - PEREIRO DE PALHACANA,2000-7-12
95676019258,836881323,Doroteia Passos,932818971,R 1 DE MAIO LOTE 3º ESQ 2580-131 - CADAFAIS,1973-10-3
78426310824,222625323,Alírio Venancio,920145675,R D GASPAR RODRIGUES LOTE 3º DTO 2580-557 - RIBAFRIA,1936-5-18
26677987713,703891523,António Cordeiro,944379109,R PARTICULAR A RUA CASTELHANA LOTE RC 2650-430 - AMADORA,2016-12-19
24675254224,288696262,Leandra Mesquita,986993342,TV AVENIDA DA REPUBLICA LOTE 1º ESQ 2610-204 - AMADORA,1936-11-9
81157936454,519380789,Bernardina NogueiraFerrão,921822723,R ELIAS GARCIA LOTE 1º ESQ 2700-338 - AMADORA,1983-8-11
81562551004,601001460,Lucas Mota,926539319,R MANUEL DA SILVA LOTE 3º DTO 2700-552 - AMADORA,1990-4-27
28258633704,493673403,Iolanda PereiradaSilva,979737871,R TOJAIS LOTE RC 2630-549 - SANTIAGO DOS VELHOS,1950-4-21
98147704137,114929117,Lúcio Galaz,954304858,R JOSÉ LEITE DE VASCONCELOS LOTE 3º DTO 2650-217 - AMADORA,1990-3-4
37728537025,854492130,Abel DeJesus,947869072,CSL VENTO LOTE 2º ESQ 2580-152 - CARNOTA,1922-8-15
